m,TagName,
"2020-12-01 00:00:00","c","2638"
"2020-12-01 00:00:00","c#","5723"
"2020-12-01 00:00:00","c++","4443"
"2020-12-01 00:00:00","delphi","190"
"2020-12-01 00:00:00","go","535"
"2020-12-01 00:00:00","java","7798"
"2020-12-01 00:00:00","javascript","15995"
"2020-12-01 00:00:00","perl","131"
"2020-12-01 00:00:00","php","4772"
"2020-12-01 00:00:00","python","22139"
"2020-12-01 00:00:00","r","4335"
"2020-12-01 00:00:00","ruby","500"
"2020-12-01 00:00:00","swift","2094"
"2021-01-01 00:00:00","assembly","308"
"2021-01-01 00:00:00","c","2565"
"2021-01-01 00:00:00","c#","6185"
"2021-01-01 00:00:00","c++","4099"
"2021-01-01 00:00:00","delphi","199"
"2021-01-01 00:00:00","go","567"
"2021-01-01 00:00:00","java","8008"
"2021-01-01 00:00:00","javascript","16854"
"2021-01-01 00:00:00","perl","145"
"2021-01-01 00:00:00","php","4736"
"2021-01-01 00:00:00","python","22830"
"2021-01-01 00:00:00","r","4340"
"2021-01-01 00:00:00","ruby","522"
"2021-01-01 00:00:00","swift","2308"
"2021-02-01 00:00:00","assembly","244"
"2021-02-01 00:00:00","c","2234"
"2021-02-01 00:00:00","c#","5786"
"2021-02-01 00:00:00","c++","4088"
"2021-02-01 00:00:00","delphi","187"
"2021-02-01 00:00:00","go","567"
"2021-02-01 00:00:00","java","7567"
"2021-02-01 00:00:00","javascript","15260"
"2021-02-01 00:00:00","perl","133"
"2021-02-01 00:00:00","php","4360"
"2021-02-01 00:00:00","python","21376"
"2021-02-01 00:00:00","r","4324"
"2021-02-01 00:00:00","ruby","530"
"2021-02-01 00:00:00","swift","2255"
"2021-03-01 00:00:00","assembly","321"
"2021-03-01 00:00:00","c","2481"
"2021-03-01 00:00:00","c#","6379"
"2021-03-01 00:00:00","c++","4290"
"2021-03-01 00:00:00","delphi","254"
"2021-03-01 00:00:00","go","756"
"2021-03-01 00:00:00","java","8649"
"2021-03-01 00:00:00","javascript","16745"
"2021-03-01 00:00:00","perl","152"
"2021-03-01 00:00:00","php","4728"
"2021-03-01 00:00:00","python","23796"
"2021-03-01 00:00:00","r","5167"
"2021-03-01 00:00:00","ruby","497"
"2021-03-01 00:00:00","swift","2377"
"2021-04-01 00:00:00","assembly","320"
"2021-04-01 00:00:00","c","2292"
"2021-04-01 00:00:00","c#","5889"
"2021-04-01 00:00:00","c++","3930"
"2021-04-01 00:00:00","delphi","171"
"2021-04-01 00:00:00","go","625"
"2021-04-01 00:00:00","java","7904"
"2021-04-01 00:00:00","javascript","15835"
"2021-04-01 00:00:00","perl","136"
"2021-04-01 00:00:00","php","4297"
"2021-04-01 00:00:00","python","22370"
"2021-04-01 00:00:00","r","4793"
"2021-04-01 00:00:00","ruby","517"
"2021-04-01 00:00:00","swift","2110"
"2021-05-01 00:00:00","assembly","300"
"2021-05-01 00:00:00","c","2084"
"2021-05-01 00:00:00","c#","5726"
"2021-05-01 00:00:00","c++","4180"
"2021-05-01 00:00:00","delphi","169"
"2021-05-01 00:00:00","go","642"
"2021-05-01 00:00:00","java","7932"
"2021-05-01 00:00:00","javascript","15794"
"2021-05-01 00:00:00","perl","120"
"2021-05-01 00:00:00","php","4234"
"2021-05-01 00:00:00","python","22352"
"2021-05-01 00:00:00","r","4664"
"2021-05-01 00:00:00","ruby","399"
"2021-05-01 00:00:00","swift","1857"
"2021-06-01 00:00:00","assembly","260"
"2021-06-01 00:00:00","c","1864"
"2021-06-01 00:00:00","c#","5618"
"2021-06-01 00:00:00","c++","3811"
"2021-06-01 00:00:00","delphi","125"
"2021-06-01 00:00:00","go","608"
"2021-06-01 00:00:00","java","7570"
"2021-06-01 00:00:00","javascript","14983"
"2021-06-01 00:00:00","perl","154"
"2021-06-01 00:00:00","php","4062"
"2021-06-01 00:00:00","python","20854"
"2021-06-01 00:00:00","r","4280"
"2021-06-01 00:00:00","ruby","418"
"2021-06-01 00:00:00","swift","1785"
"2021-07-01 00:00:00","assembly","183"
"2021-07-01 00:00:00","c","1618"
"2021-07-01 00:00:00","c#","5199"
"2021-07-01 00:00:00","c++","3488"
"2021-07-01 00:00:00","delphi","140"
"2021-07-01 00:00:00","go","603"
"2021-07-01 00:00:00","java","6936"
"2021-07-01 00:00:00","javascript","14742"
"2021-07-01 00:00:00","perl","138"
"2021-07-01 00:00:00","php","3869"
"2021-07-01 00:00:00","python","20540"
"2021-07-01 00:00:00","r","4043"
"2021-07-01 00:00:00","ruby","445"
"2021-07-01 00:00:00","swift","1965"
"2021-08-01 00:00:00","assembly","161"
"2021-08-01 00:00:00","c","1530"
"2021-08-01 00:00:00","c#","5097"
"2021-08-01 00:00:00","c++","3237"
"2021-08-01 00:00:00","delphi","136"
"2021-08-01 00:00:00","go","745"
"2021-08-01 00:00:00","java","6743"
"2021-08-01 00:00:00","javascript","14612"
"2021-08-01 00:00:00","perl","118"
"2021-08-01 00:00:00","php","3850"
"2021-08-01 00:00:00","python","19790"
"2021-08-01 00:00:00","r","4032"
"2021-08-01 00:00:00","ruby","445"
"2021-08-01 00:00:00","swift","1889"
"2021-09-01 00:00:00","assembly","192"
"2021-09-01 00:00:00","c","1701"
"2021-09-01 00:00:00","c#","5046"
"2021-09-01 00:00:00","c++","3588"
"2021-09-01 00:00:00","delphi","134"
"2021-09-01 00:00:00","go","620"
"2021-09-01 00:00:00","java","6593"
"2021-09-01 00:00:00","javascript","14392"
"2021-09-01 00:00:00","perl","113"
"2021-09-01 00:00:00","php","3667"
"2021-09-01 00:00:00","python","18980"
"2021-09-01 00:00:00","r","3901"
"2021-09-01 00:00:00","ruby","445"
"2021-09-01 00:00:00","swift","1618"
"2021-10-01 00:00:00","assembly","203"
"2021-10-01 00:00:00","c","2088"
"2021-10-01 00:00:00","c#","5274"
"2021-10-01 00:00:00","c++","3710"
"2021-10-01 00:00:00","delphi","143"
"2021-10-01 00:00:00","go","699"
"2021-10-01 00:00:00","java","6554"
"2021-10-01 00:00:00","javascript","13818"
"2021-10-01 00:00:00","perl","127"
"2021-10-01 00:00:00","php","3572"
"2021-10-01 00:00:00","python","19767"
"2021-10-01 00:00:00","r","4172"
"2021-10-01 00:00:00","ruby","414"
"2021-10-01 00:00:00","swift","1564"
"2021-11-01 00:00:00","assembly","287"
"2021-11-01 00:00:00","c","2205"
"2021-11-01 00:00:00","c#","5586"
"2021-11-01 00:00:00","c++","3810"
"2021-11-01 00:00:00","delphi","140"
"2021-11-01 00:00:00","go","651"
"2021-11-01 00:00:00","java","6900"
"2021-11-01 00:00:00","javascript","13468"
"2021-11-01 00:00:00","perl","78"
"2021-11-01 00:00:00","php","3478"
"2021-11-01 00:00:00","python","20016"
"2021-11-01 00:00:00","r","4026"
"2021-11-01 00:00:00","ruby","393"
"2021-11-01 00:00:00","swift","1532"
"2021-12-01 00:00:00","assembly","266"
"2021-12-01 00:00:00","c","2100"
"2021-12-01 00:00:00","c#","5023"
"2021-12-01 00:00:00","c++","3567"
"2021-12-01 00:00:00","delphi","143"
"2021-12-01 00:00:00","go","722"
"2021-12-01 00:00:00","java","6173"
"2021-12-01 00:00:00","javascript","13075"
"2021-12-01 00:00:00","perl","103"
"2021-12-01 00:00:00","php","3235"
"2021-12-01 00:00:00","python","19012"
"2021-12-01 00:00:00","r","3538"
"2021-12-01 00:00:00","ruby","372"
"2021-12-01 00:00:00","swift","1420"
"2022-01-01 00:00:00","assembly","228"
"2022-01-01 00:00:00","c","1952"
"2022-01-01 00:00:00","c#","5263"
"2022-01-01 00:00:00","c++","3610"
"2022-01-01 00:00:00","delphi","135"
"2022-01-01 00:00:00","go","740"
"2022-01-01 00:00:00","java","6441"
"2022-01-01 00:00:00","javascript","13963"
"2022-01-01 00:00:00","perl","127"
"2022-01-01 00:00:00","php","3381"
"2022-01-01 00:00:00","python","19679"
"2022-01-01 00:00:00","r","3841"
"2022-01-01 00:00:00","ruby","443"
"2022-01-01 00:00:00","swift","1728"
"2022-02-01 00:00:00","assembly","214"
"2022-02-01 00:00:00","c","1678"
"2022-02-01 00:00:00","c#","5096"
"2022-02-01 00:00:00","c++","3194"
"2022-02-01 00:00:00","delphi","166"
"2022-02-01 00:00:00","go","645"
"2022-02-01 00:00:00","java","5925"
"2022-02-01 00:00:00","javascript","12815"
"2022-02-01 00:00:00","perl","96"
"2022-02-01 00:00:00","php","3105"
"2022-02-01 00:00:00","python","19238"
"2022-02-01 00:00:00","r","3910"
"2022-02-01 00:00:00","ruby","406"
"2022-02-01 00:00:00","swift","1599"
"2022-03-01 00:00:00","assembly","233"
"2022-03-01 00:00:00","c","1952"
"2022-03-01 00:00:00","c#","5676"
"2022-03-01 00:00:00","c++","3508"
"2022-03-01 00:00:00","delphi","120"
"2022-03-01 00:00:00","go","760"
"2022-03-01 00:00:00","java","6574"
"2022-03-01 00:00:00","javascript","13599"
"2022-03-01 00:00:00","perl","103"
"2022-03-01 00:00:00","php","3112"
"2022-03-01 00:00:00","python","20745"
"2022-03-01 00:00:00","r","4483"
"2022-03-01 00:00:00","ruby","444"
"2022-03-01 00:00:00","swift","1745"
"2022-04-01 00:00:00","assembly","246"
"2022-04-01 00:00:00","c","1745"
"2022-04-01 00:00:00","c#","5206"
"2022-04-01 00:00:00","c++","3494"
"2022-04-01 00:00:00","delphi","113"
"2022-04-01 00:00:00","go","716"
"2022-04-01 00:00:00","java","6373"
"2022-04-01 00:00:00","javascript","13490"
"2022-04-01 00:00:00","perl","100"
"2022-04-01 00:00:00","php","3180"
"2022-04-01 00:00:00","python","19858"
"2022-04-01 00:00:00","r","4177"
"2022-04-01 00:00:00","ruby","431"
"2022-04-01 00:00:00","swift","1451"
"2022-05-01 00:00:00","assembly","258"
"2022-05-01 00:00:00","c","1771"
"2022-05-01 00:00:00","c#","5496"
"2022-05-01 00:00:00","c++","3539"
"2022-05-01 00:00:00","delphi","119"
"2022-05-01 00:00:00","go","608"
"2022-05-01 00:00:00","java","6487"
"2022-05-01 00:00:00","javascript","13332"
"2022-05-01 00:00:00","perl","92"
"2022-05-01 00:00:00","php","3367"
"2022-05-01 00:00:00","python","19424"
"2022-05-01 00:00:00","r","4137"
"2022-05-01 00:00:00","ruby","437"
"2022-05-01 00:00:00","swift","1468"
"2022-06-01 00:00:00","assembly","239"
"2022-06-01 00:00:00","c","1563"
"2022-06-01 00:00:00","c#","5307"
"2022-06-01 00:00:00","c++","3090"
"2022-06-01 00:00:00","delphi","110"
"2022-06-01 00:00:00","go","680"
"2022-06-01 00:00:00","java","5720"
"2022-06-01 00:00:00","javascript","12653"
"2022-06-01 00:00:00","perl","123"
"2022-06-01 00:00:00","php","3188"
"2022-06-01 00:00:00","python","18791"
"2022-06-01 00:00:00","r","3889"
"2022-06-01 00:00:00","ruby","427"
"2022-06-01 00:00:00","swift","1515"
"2022-07-01 00:00:00","assembly","203"
"2022-07-01 00:00:00","c","1386"
"2022-07-01 00:00:00","c#","5232"
"2022-07-01 00:00:00","c++","2997"
"2022-07-01 00:00:00","delphi","116"
"2022-07-01 00:00:00","go","686"
"2022-07-01 00:00:00","java","5405"
"2022-07-01 00:00:00","javascript","12768"
"2022-07-01 00:00:00","perl","126"
"2022-07-01 00:00:00","php","3100"
"2022-07-01 00:00:00","python","19051"
"2022-07-01 00:00:00","r","3665"
"2022-07-01 00:00:00","ruby","405"
"2022-07-01 00:00:00","swift","1469"
"2022-08-01 00:00:00","assembly","161"
"2022-08-01 00:00:00","c","1435"
"2022-08-01 00:00:00","c#","5496"
"2022-08-01 00:00:00","c++","2960"
"2022-08-01 00:00:00","delphi","117"
"2022-08-01 00:00:00","go","795"
"2022-08-01 00:00:00","java","5319"
"2022-08-01 00:00:00","javascript","13097"
"2022-08-01 00:00:00","perl","117"
"2022-08-01 00:00:00","php","3110"
"2022-08-01 00:00:00","python","18699"
"2022-08-01 00:00:00","r","3786"
"2022-08-01 00:00:00","ruby","424"
"2022-08-01 00:00:00","swift","1486"
"2022-09-01 00:00:00","assembly","174"
"2022-09-01 00:00:00","c","1554"
"2022-09-01 00:00:00","c#","5000"
"2022-09-01 00:00:00","c++","2781"
"2022-09-01 00:00:00","delphi","132"
"2022-09-01 00:00:00","go","787"
"2022-09-01 00:00:00","java","5047"
"2022-09-01 00:00:00","javascript","11906"
"2022-09-01 00:00:00","perl","82"
"2022-09-01 00:00:00","php","2834"
"2022-09-01 00:00:00","python","17090"
"2022-09-01 00:00:00","r","3541"
"2022-09-01 00:00:00","ruby","401"
"2022-09-01 00:00:00","swift","1499"
"2022-10-01 00:00:00","assembly","227"
"2022-10-01 00:00:00","c","1896"
"2022-10-01 00:00:00","c#","5045"
"2022-10-01 00:00:00","c++","2933"
"2022-10-01 00:00:00","delphi","137"
"2022-10-01 00:00:00","go","694"
"2022-10-01 00:00:00","java","5305"
"2022-10-01 00:00:00","javascript","11689"
"2022-10-01 00:00:00","perl","81"
"2022-10-01 00:00:00","php","2759"
"2022-10-01 00:00:00","python","18549"
"2022-10-01 00:00:00","r","3913"
"2022-10-01 00:00:00","ruby","373"
"2022-10-01 00:00:00","swift","1329"
"2022-11-01 00:00:00","assembly","270"
"2022-11-01 00:00:00","c","2011"
"2022-11-01 00:00:00","c#","5188"
"2022-11-01 00:00:00","c++","2976"
"2022-11-01 00:00:00","delphi","107"
"2022-11-01 00:00:00","go","700"
"2022-11-01 00:00:00","java","5419"
"2022-11-01 00:00:00","javascript","11779"
"2022-11-01 00:00:00","perl","107"
"2022-11-01 00:00:00","php","2789"
"2022-11-01 00:00:00","python","18901"
"2022-11-01 00:00:00","r","4004"
"2022-11-01 00:00:00","ruby","414"
"2022-11-01 00:00:00","swift","1437"
"2022-12-01 00:00:00","assembly","264"
"2022-12-01 00:00:00","c","1731"
"2022-12-01 00:00:00","c#","4691"
"2022-12-01 00:00:00","c++","2634"
"2022-12-01 00:00:00","delphi","81"
"2022-12-01 00:00:00","go","602"
"2022-12-01 00:00:00","java","4859"
"2022-12-01 00:00:00","javascript","10418"
"2022-12-01 00:00:00","perl","94"
"2022-12-01 00:00:00","php","2389"
"2022-12-01 00:00:00","python","16029"
"2022-12-01 00:00:00","r","3226"
"2022-12-01 00:00:00","ruby","345"
"2022-12-01 00:00:00","swift","1246"
"2023-01-01 00:00:00","assembly","239"
"2023-01-01 00:00:00","c","1506"
"2023-01-01 00:00:00","c#","5344"
"2023-01-01 00:00:00","c++","2633"
"2023-01-01 00:00:00","delphi","114"
"2023-01-01 00:00:00","go","727"
"2023-01-01 00:00:00","java","5727"
"2023-01-01 00:00:00","javascript","12174"
"2023-01-01 00:00:00","perl","75"
"2023-01-01 00:00:00","php","3039"
"2023-01-01 00:00:00","python","17882"
"2023-01-01 00:00:00","r","3746"
"2023-01-01 00:00:00","ruby","372"
"2023-01-01 00:00:00","swift","1431"
"2023-02-01 00:00:00","assembly","188"
"2023-02-01 00:00:00","c","1305"
"2023-02-01 00:00:00","c#","4739"
"2023-02-01 00:00:00","c++","2208"
"2023-02-01 00:00:00","delphi","133"
"2023-02-01 00:00:00","go","651"
"2023-02-01 00:00:00","java","5173"
"2023-02-01 00:00:00","javascript","10424"
"2023-02-01 00:00:00","perl","79"
"2023-02-01 00:00:00","php","2409"
"2023-02-01 00:00:00","python","15638"
"2023-02-01 00:00:00","r","3799"
"2023-02-01 00:00:00","ruby","340"
"2023-02-01 00:00:00","swift","1286"
"2023-03-01 00:00:00","assembly","178"
"2023-03-01 00:00:00","c","1260"
"2023-03-01 00:00:00","c#","4889"
"2023-03-01 00:00:00","c++","2561"
"2023-03-01 00:00:00","delphi","143"
"2023-03-01 00:00:00","go","634"
"2023-03-01 00:00:00","java","5512"
"2023-03-01 00:00:00","javascript","10486"
"2023-03-01 00:00:00","perl","95"
"2023-03-01 00:00:00","php","2270"
"2023-03-01 00:00:00","python","15455"
"2023-03-01 00:00:00","r","3826"
"2023-03-01 00:00:00","ruby","300"
"2023-03-01 00:00:00","swift","1355"
"2023-04-01 00:00:00","assembly","194"
"2023-04-01 00:00:00","c","1185"
"2023-04-01 00:00:00","c#","3827"
"2023-04-01 00:00:00","c++","1959"
"2023-04-01 00:00:00","delphi","121"
"2023-04-01 00:00:00","go","511"
"2023-04-01 00:00:00","java","4458"
"2023-04-01 00:00:00","javascript","8271"
"2023-04-01 00:00:00","perl","56"
"2023-04-01 00:00:00","php","1921"
"2023-04-01 00:00:00","python","12396"
"2023-04-01 00:00:00","r","3096"
"2023-04-01 00:00:00","ruby","219"
"2023-04-01 00:00:00","swift","1085"
"2023-05-01 00:00:00","assembly","174"
"2023-05-01 00:00:00","c","1047"
"2023-05-01 00:00:00","c#","3816"
"2023-05-01 00:00:00","c++","1775"
"2023-05-01 00:00:00","delphi","114"
"2023-05-01 00:00:00","go","418"
"2023-05-01 00:00:00","java","4163"
"2023-05-01 00:00:00","javascript","7736"
"2023-05-01 00:00:00","perl","54"
"2023-05-01 00:00:00","php","1965"
"2023-05-01 00:00:00","python","11775"
"2023-05-01 00:00:00","r","2861"
"2023-05-01 00:00:00","ruby","255"
"2023-05-01 00:00:00","swift","989"
"2023-06-01 00:00:00","assembly","155"
"2023-06-01 00:00:00","c","885"
"2023-06-01 00:00:00","c#","3796"
"2023-06-01 00:00:00","c++","1808"
"2023-06-01 00:00:00","delphi","117"
"2023-06-01 00:00:00","go","519"
"2023-06-01 00:00:00","java","4274"
"2023-06-01 00:00:00","javascript","7496"
"2023-06-01 00:00:00","perl","54"
"2023-06-01 00:00:00","php","1893"
"2023-06-01 00:00:00","python","11244"
"2023-06-01 00:00:00","r","2658"
"2023-06-01 00:00:00","ruby","226"
"2023-06-01 00:00:00","swift","1127"
"2023-07-01 00:00:00","assembly","161"
"2023-07-01 00:00:00","c","916"
"2023-07-01 00:00:00","c#","3868"
"2023-07-01 00:00:00","c++","1849"
"2023-07-01 00:00:00","delphi","99"
"2023-07-01 00:00:00","go","522"
"2023-07-01 00:00:00","java","4059"
"2023-07-01 00:00:00","javascript","7511"
"2023-07-01 00:00:00","perl","68"
"2023-07-01 00:00:00","php","1733"
"2023-07-01 00:00:00","python","11114"
"2023-07-01 00:00:00","r","2359"
"2023-07-01 00:00:00","ruby","224"
"2023-07-01 00:00:00","swift","1151"
"2023-08-01 00:00:00","assembly","144"
"2023-08-01 00:00:00","c","862"
"2023-08-01 00:00:00","c#","3650"
"2023-08-01 00:00:00","c++","1668"
"2023-08-01 00:00:00","delphi","106"
"2023-08-01 00:00:00","go","492"
"2023-08-01 00:00:00","java","3826"
"2023-08-01 00:00:00","javascript","6772"
"2023-08-01 00:00:00","perl","48"
"2023-08-01 00:00:00","php","1772"
"2023-08-01 00:00:00","python","10236"
"2023-08-01 00:00:00","r","2358"
"2023-08-01 00:00:00","ruby","201"
"2023-08-01 00:00:00","swift","973"
"2023-09-01 00:00:00","assembly","157"
"2023-09-01 00:00:00","c","873"
"2023-09-01 00:00:00","c#","3059"
"2023-09-01 00:00:00","c++","1493"
"2023-09-01 00:00:00","delphi","105"
"2023-09-01 00:00:00","go","425"
"2023-09-01 00:00:00","java","3334"
"2023-09-01 00:00:00","javascript","5719"
"2023-09-01 00:00:00","perl","61"
"2023-09-01 00:00:00","php","1669"
"2023-09-01 00:00:00","python","8633"
"2023-09-01 00:00:00","r","2039"
"2023-09-01 00:00:00","ruby","192"
"2023-09-01 00:00:00","swift","866"
"2023-10-01 00:00:00","assembly","177"
"2023-10-01 00:00:00","c","977"
"2023-10-01 00:00:00","c#","3211"
"2023-10-01 00:00:00","c++","1728"
"2023-10-01 00:00:00","delphi","165"
"2023-10-01 00:00:00","go","423"
"2023-10-01 00:00:00","java","3451"
"2023-10-01 00:00:00","javascript","5517"
"2023-10-01 00:00:00","perl","53"
"2023-10-01 00:00:00","php","1551"
"2023-10-01 00:00:00","python","9068"
"2023-10-01 00:00:00","r","2067"
"2023-10-01 00:00:00","ruby","196"
"2023-10-01 00:00:00","swift","907"
"2023-11-01 00:00:00","assembly","176"
"2023-11-01 00:00:00","c","967"
"2023-11-01 00:00:00","c#","3154"
"2023-11-01 00:00:00","c++","1487"
"2023-11-01 00:00:00","delphi","104"
"2023-11-01 00:00:00","go","417"
"2023-11-01 00:00:00","java","3347"
"2023-11-01 00:00:00","javascript","5298"
"2023-11-01 00:00:00","perl","44"
"2023-11-01 00:00:00","php","1433"
"2023-11-01 00:00:00","python","8660"
"2023-11-01 00:00:00","r","2014"
"2023-11-01 00:00:00","ruby","158"
"2023-11-01 00:00:00","swift","874"
"2023-12-01 00:00:00","assembly","214"
"2023-12-01 00:00:00","c","977"
"2023-12-01 00:00:00","c#","3053"
"2023-12-01 00:00:00","c++","1850"
"2023-12-01 00:00:00","delphi","80"
"2023-12-01 00:00:00","go","409"
"2023-12-01 00:00:00","java","3221"
"2023-12-01 00:00:00","javascript","5540"
"2023-12-01 00:00:00","perl","59"
"2023-12-01 00:00:00","php","1494"
"2023-12-01 00:00:00","python","8409"
"2023-12-01 00:00:00","r","1748"
"2023-12-01 00:00:00","ruby","173"
"2023-12-01 00:00:00","swift","853"
